Site number,Site type,Transect,Species,Dead,Start,Stop,Difference,,Site number,Site type,Transect,Species,Dead,Live,Total,% cover dead,% cover live,% cover total
7,I,80,ARTRIW,X,2200,2205,5,,,,,,,,,,,
7,I,80,ARTRIW,X,2390,2410,20,,,,,,,,,,,
7,I,80,ARTRIW,X,2660,2665,5,,,,,,,,,,,
7,I,80,ARTRIW,X,3180,3230,50,,,,,,,,,,,
7,I,80,ARTRIW,X,4550,4555,5,,,,,,,,,,,
7,I,80,ARTRIW,X,4590,4600,10,,,,,,,,,,,
7,I,80,ARTRIW,,10,30,20,,,,,,,,,,,
7,I,80,ARTRIW,,170,190,20,,,,,,,,,,,
7,I,80,ARTRIW,,200,230,30,,,,,,,,,,,
7,I,80,ARTRIW,,655,680,25,,,,,,,,,,,
7,I,80,ARTRIW,,735,745,10,,,,,,,,,,,
7,I,80,ARTRIW,,770,780,10,,,,,,,,,,,
7,I,80,ARTRIW,,890,915,25,,,,,,,,,,,
7,I,80,ARTRIW,,1535,1560,25,,,,,,,,,,,
7,I,80,ARTRIW,,1675,1705,30,,,,,,,,,,,
7,I,80,ARTRIW,,1715,1725,10,,,,,,,,,,,
7,I,80,ARTRIW,,1750,1790,40,,,,,,,,,,,
7,I,80,ARTRIW,,1805,1820,15,,,,,,,,,,,
7,I,80,ARTRIW,,1860,1910,50,,,,,,,,,,,
7,I,80,ARTRIW,,2170,2190,20,,,,,,,,,,,
7,I,80,ARTRIW,,2290,2365,75,,,,,,,,,,,
7,I,80,ARTRIW,,2775,2795,20,,,,,,,,,,,
7,I,80,ARTRIW,,2825,2865,40,,,,,,,,,,,
7,I,80,ARTRIW,,3460,3515,55,,,,,,,,,,,
7,I,80,ARTRIW,,3620,3660,40,,,,,,,,,,,
7,I,80,ARTRIW,,3990,4035,45,,,,,,,,,,,
7,I,80,ARTRIW,,4115,4230,115,,,,,,,,,,,
7,I,80,ARTRIW,,4385,4395,10,,,,,,,,,,,
7,I,80,ARTRIW,,4410,4435,25,,,,,,,,,,,
7,I,80,ARTRIW,,4760,4785,25,,,,,,,,,,,
7,I,80,ARTRIW,,4910,5000,90,,,,,,,,,,,
7,I,100,ARTRIW,X,310,350,40,,,,,,,,,,,
7,I,100,ARTRIW,X,530,540,10,,,,,,,,,,,
7,I,100,ARTRIW,X,2190,2235,45,,,,,,,,,,,
7,I,100,ARTRIW,X,2270,2280,10,,,,,,,,,,,
7,I,100,ARTRIW,X,3075,3100,25,,,,,,,,,,,
7,I,100,ARTRIW,X,3460,3480,20,,,,,,,,,,,
7,I,100,ARTRIW,X,3765,3770,5,,,,,,,,,,,
7,I,100,ARTRIW,X,4080,4110,30,,,,,,,,,,,
7,I,100,ARTRIW,X,4400,4420,20,,,,,,,,,,,
7,I,100,ARTRIW,X,4805,4820,15,,,,,,,,,,,
7,I,100,ARTRIW,,35,70,35,,,,,,,,,,,
7,I,100,ARTRIW,,240,290,50,,,,,,,,,,,
7,I,100,ARTRIW,,350,365,15,,,,,,,,,,,
7,I,100,ARTRIW,,400,460,60,,,,,,,,,,,
7,I,100,ARTRIW,,835,880,45,,,,,,,,,,,
7,I,100,ARTRIW,,970,1035,65,,,,,,,,,,,
7,I,100,ARTRIW,,1215,1240,25,,,,,,,,,,,
7,I,100,ARTRIW,,1335,1345,10,,,,,,,,,,,
7,I,100,ARTRIW,,1465,1490,25,,,,,,,,,,,
7,I,100,ARTRIW,,1850,1870,20,,,,,,,,,,,
7,I,100,ARTRIW,,1885,1905,20,,,,,,,,,,,
7,I,100,ARTRIW,,2255,2265,10,,,,,,,,,,,
7,I,100,ARTRIW,,2310,2360,50,,,,,,,,,,,
7,I,100,ARTRIW,,2820,2860,40,,,,,,,,,,,
7,I,100,ARTRIW,,2975,2995,20,,,,,,,,,,,
7,I,100,ARTRIW,,3055,3075,20,,,,,,,,,,,
7,I,100,ARTRIW,,3240,3345,105,,,,,,,,,,,
7,I,100,ARTRIW,,3435,3460,25,,,,,,,,,,,
7,I,100,ARTRIW,,3550,3580,30,,,,,,,,,,,
7,I,100,ARTRIW,,3665,3700,35,,,,,,,,,,,
7,I,100,ARTRIW,,3840,3860,20,,,,,,,,,,,
7,I,100,ARTRIW,,3995,4005,10,,,,,,,,,,,
7,I,100,ARTRIW,,4110,4140,30,,,,,,,,,,,
7,I,100,ARTRIW,,4480,4525,45,,,,,,,,,,,
7,I,100,ARTRIW,,4540,4565,25,,,,,,,,,,,
7,I,100,ARTRIW,,4790,4805,15,,,,,,,,,,,
7,I,100,ARTRIW,,4820,4850,30,,,,,,,,,,,
7,I,100,GRASPI,,3175,3250,75,,,,,,,,,,,
8,I,0,ARTRIW,X,170,195,25,,,,,,,,,,,
8,I,0,ARTRIW,X,420,470,50,,,,,,,,,,,
8,I,0,ARTRIW,X,675,690,15,,,,,,,,,,,
8,I,0,ARTRIW,X,810,825,15,,,,,,,,,,,
8,I,0,ARTRIW,X,1035,1060,25,,,,,,,,,,,
8,I,0,ARTRIW,X,1155,1195,40,,,,,,,,,,,
8,I,0,ARTRIW,X,1255,1280,25,,,,,,,,,,,
8,I,0,ARTRIW,X,1365,1375,10,,,,,,,,,,,
8,I,0,ARTRIW,X,1475,1525,50,,,,,,,,,,,
8,I,0,ARTRIW,X,2205,2240,35,,,,,,,,,,,
8,I,0,ARTRIW,X,3240,3270,30,,,,,,,,,,,
8,I,0,ARTRIW,X,3580,3590,10,,,,,,,,,,,
8,I,0,ARTRIW,X,3605,3625,20,,,,,,,,,,,
8,I,0,ARTRIW,X,4315,4345,30,,,,,,,,,,,
8,I,0,ARTRIW,X,4890,4910,20,,,,,,,,,,,
8,I,0,ARTRIW,,150,170,20,,,,,,,,,,,
8,I,0,ARTRIW,,665,675,10,,,,,,,,,,,
8,I,0,ARTRIW,,760,810,50,,,,,,,,,,,
8,I,0,ARTRIW,,825,840,15,,,,,,,,,,,
8,I,0,ARTRIW,,1010,1035,25,,,,,,,,,,,
8,I,0,ARTRIW,,1060,1070,10,,,,,,,,,,,
8,I,0,ARTRIW,,1200,1255,55,,,,,,,,,,,
8,I,0,ARTRIW,,1310,1350,40,,,,,,,,,,,
8,I,0,ARTRIW,,1970,1995,25,,,,,,,,,,,
8,I,0,ARTRIW,,2015,2025,10,,,,,,,,,,,
8,I,0,ARTRIW,,2130,2195,65,,,,,,,,,,,
8,I,0,ARTRIW,,2760,2825,65,,,,,,,,,,,
8,I,0,ARTRIW,,3560,3580,20,,,,,,,,,,,
8,I,0,ARTRIW,,4115,4215,100,,,,,,,,,,,
8,I,20,ARTRIW,X,160,190,30,,,,,,,,,,,
8,I,20,ARTRIW,X,440,455,15,,,,,,,,,,,
8,I,20,ARTRIW,X,535,560,25,,,,,,,,,,,
8,I,20,ARTRIW,X,625,650,25,,,,,,,,,,,
8,I,20,ARTRIW,X,1285,1365,80,,,,,,,,,,,
8,I,20,ARTRIW,X,1585,1595,10,,,,,,,,,,,
8,I,20,ARTRIW,X,1670,1685,15,,,,,,,,,,,
8,I,20,ARTRIW,X,1970,2035,65,,,,,,,,,,,
8,I,20,ARTRIW,X,2755,2790,35,,,,,,,,,,,
8,I,20,ARTRIW,X,3340,3370,30,,,,,,,,,,,
8,I,20,ARTRIW,X,3795,3845,50,,,,,,,,,,,
8,I,20,ARTRIW,X,4020,4045,25,,,,,,,,,,,
8,I,20,ARTRIW,X,4495,4530,35,,,,,,,,,,,
8,I,20,ARTRIW,,190,210,20,,,,,,,,,,,
8,I,20,ARTRIW,,410,440,30,,,,,,,,,,,
8,I,20,ARTRIW,,490,520,30,,,,,,,,,,,
8,I,20,ARTRIW,,890,960,70,,,,,,,,,,,
8,I,20,ARTRIW,,1030,1140,110,,,,,,,,,,,
8,I,20,ARTRIW,,1395,1490,95,,,,,,,,,,,
8,I,20,ARTRIW,,1725,1810,85,,,,,,,,,,,
8,I,20,ARTRIW,,1885,1915,30,,,,,,,,,,,
8,I,20,ARTRIW,,2075,2165,90,,,,,,,,,,,
8,I,20,ARTRIW,,2610,2635,25,,,,,,,,,,,
8,I,20,ARTRIW,,2990,3000,10,,,,,,,,,,,
8,I,20,ARTRIW,,3120,3150,30,,,,,,,,,,,
8,I,20,ARTRIW,,3485,3565,80,,,,,,,,,,,
8,I,20,ARTRIW,,3735,3755,20,,,,,,,,,,,
8,I,20,ARTRIW,,3770,3785,15,,,,,,,,,,,
8,I,20,ARTRIW,,3860,3875,15,,,,,,,,,,,
8,I,20,ARTRIW,,4050,4085,35,,,,,,,,,,,
8,I,20,ARTRIW,,4100,4140,40,,,,,,,,,,,
8,I,20,ARTRIW,,4270,4390,120,,,,,,,,,,,
8,I,20,ARTRIW,,4485,4495,10,,,,,,,,,,,
8,I,20,ARTRIW,,4520,4535,15,,,,,,,,,,,
8,I,40,ARTRIW,X,0,15,15,,,,,,,,,,,
8,I,40,ARTRIW,X,60,80,20,,,,,,,,,,,
8,I,40,ARTRIW,X,220,260,40,,,,,,,,,,,
8,I,40,ARTRIW,X,645,665,20,,,,,,,,,,,
8,I,40,ARTRIW,X,690,745,55,,,,,,,,,,,
8,I,40,ARTRIW,X,880,955,75,,,,,,,,,,,
8,I,40,ARTRIW,X,1130,1160,30,,,,,,,,,,,
8,I,40,ARTRIW,X,1400,1430,30,,,,,,,,,,,
8,I,40,ARTRIW,X,1885,1895,10,,,,,,,,,,,
8,I,40,ARTRIW,X,1915,1985,70,,,,,,,,,,,
8,I,40,ARTRIW,X,1995,2005,10,,,,,,,,,,,
8,I,40,ARTRIW,X,2310,2335,25,,,,,,,,,,,
8,I,40,ARTRIW,X,2880,2905,25,,,,,,,,,,,
8,I,40,ARTRIW,X,3105,3140,35,,,,,,,,,,,
8,I,40,ARTRIW,X,3160,3175,15,,,,,,,,,,,
8,I,40,ARTRIW,X,3385,3430,45,,,,,,,,,,,
8,I,40,ARTRIW,X,3475,3515,40,,,,,,,,,,,
8,I,40,ARTRIW,X,3625,3695,70,,,,,,,,,,,
8,I,40,ARTRIW,X,3820,3860,40,,,,,,,,,,,
8,I,40,ARTRIW,X,4135,4145,10,,,,,,,,,,,
8,I,40,ARTRIW,X,4160,4220,60,,,,,,,,,,,
8,I,40,ARTRIW,X,4755,4785,30,,,,,,,,,,,
8,I,40,ARTRIW,,135,140,5,,,,,,,,,,,
8,I,40,ARTRIW,,535,550,15,,,,,,,,,,,
8,I,40,ARTRIW,,600,645,45,,,,,,,,,,,
8,I,40,ARTRIW,,1715,1770,55,,,,,,,,,,,
8,I,40,ARTRIW,,1865,1875,10,,,,,,,,,,,
8,I,40,ARTRIW,,2005,2030,25,,,,,,,,,,,
8,I,40,ARTRIW,,2050,2080,30,,,,,,,,,,,
8,I,40,ARTRIW,,2100,2135,35,,,,,,,,,,,
8,I,40,ARTRIW,,2160,2295,135,,,,,,,,,,,
8,I,40,ARTRIW,,2515,2575,60,,,,,,,,,,,
8,I,40,ARTRIW,,2620,2660,40,,,,,,,,,,,
8,I,40,ARTRIW,,2695,2715,20,,,,,,,,,,,
8,I,40,ARTRIW,,2835,2880,45,,,,,,,,,,,
8,I,40,ARTRIW,,3095,3115,20,,,,,,,,,,,
8,I,40,ARTRIW,,3225,3295,70,,,,,,,,,,,
8,I,40,ARTRIW,,3455,3475,20,,,,,,,,,,,
8,I,40,ARTRIW,,3525,3580,55,,,,,,,,,,,
8,I,40,ARTRIW,,4260,4300,40,,,,,,,,,,,
8,I,40,ARTRIW,,4390,4400,10,,,,,,,,,,,
8,I,40,ARTRIW,,4730,4750,20,,,,,,,,,,,
8,I,40,ARTRIW,,4785,4805,20,,,,,,,,,,,
8,I,40,ARTRIW,,4910,4960,50,,,,,,,,,,,
8,I,60,ARTRIW,X,85,140,55,,,,,,,,,,,
8,I,60,ARTRIW,X,185,225,40,,,,,,,,,,,
8,I,60,ARTRIW,X,415,420,5,,,,,,,,,,,
8,I,60,ARTRIW,X,910,970,60,,,,,,,,,,,
8,I,60,ARTRIW,X,1375,1425,50,,,,,,,,,,,
8,I,60,ARTRIW,X,1650,1690,40,,,,,,,,,,,
8,I,60,ARTRIW,X,1745,1770,25,,,,,,,,,,,
8,I,60,ARTRIW,X,2575,2630,55,,,,,,,,,,,
8,I,60,ARTRIW,X,2985,3010,25,,,,,,,,,,,
8,I,60,ARTRIW,X,3040,3080,40,,,,,,,,,,,
8,I,60,ARTRIW,X,3150,3195,45,,,,,,,,,,,
8,I,60,ARTRIW,X,3250,3265,15,,,,,,,,,,,
8,I,60,ARTRIW,X,3640,3785,145,,,,,,,,,,,
8,I,60,ARTRIW,X,4315,4365,50,,,,,,,,,,,
8,I,60,ARTRIW,X,4440,4470,30,,,,,,,,,,,
8,I,60,ARTRIW,X,4760,4835,75,,,,,,,,,,,
8,I,60,ARTRIW,,40,70,30,,,,,,,,,,,
8,I,60,ARTRIW,,340,400,60,,,,,,,,,,,
8,I,60,ARTRIW,,715,730,15,,,,,,,,,,,
8,I,60,ARTRIW,,1005,1050,45,,,,,,,,,,,
8,I,60,ARTRIW,,1240,1320,80,,,,,,,,,,,
8,I,60,ARTRIW,,1810,1820,10,,,,,,,,,,,
8,I,60,ARTRIW,,1935,1995,60,,,,,,,,,,,
8,I,60,ARTRIW,,2200,2215,15,,,,,,,,,,,
8,I,60,ARTRIW,,2235,2285,50,,,,,,,,,,,
8,I,60,ARTRIW,,2370,2400,30,,,,,,,,,,,
8,I,60,ARTRIW,,2410,2430,20,,,,,,,,,,,
8,I,60,ARTRIW,,2685,2775,90,,,,,,,,,,,
8,I,60,ARTRIW,,3100,3150,50,,,,,,,,,,,
8,I,60,ARTRIW,,3505,3510,5,,,,,,,,,,,
8,I,60,ARTRIW,,3545,3600,55,,,,,,,,,,,
8,I,60,ARTRIW,,4250,4285,35,,,,,,,,,,,
8,I,60,ARTRIW,,4530,4555,25,,,,,,,,,,,
8,I,60,ARTRIW,,4905,4925,20,,,,,,,,,,,
8,I,80,ARTRIW,X,135,145,10,,,,,,,,,,,
8,I,80,ARTRIW,X,470,510,40,,,,,,,,,,,
8,I,80,ARTRIW,X,910,915,5,,,,,,,,,,,
8,I,80,ARTRIW,X,1060,1080,20,,,,,,,,,,,
8,I,80,ARTRIW,X,1310,1350,40,,,,,,,,,,,
8,I,80,ARTRIW,X,1510,1520,10,,,,,,,,,,,
8,I,80,ARTRIW,X,1910,1940,30,,,,,,,,,,,
8,I,80,ARTRIW,X,2130,2160,30,,,,,,,,,,,
8,I,80,ARTRIW,X,2205,2270,65,,,,,,,,,,,
8,I,80,ARTRIW,X,2395,2420,25,,,,,,,,,,,
8,I,80,ARTRIW,X,3690,3705,15,,,,,,,,,,,
8,I,80,ARTRIW,X,3755,3770,15,,,,,,,,,,,
8,I,80,ARTRIW,X,3785,3810,25,,,,,,,,,,,
8,I,80,ARTRIW,X,4125,4185,60,,,,,,,,,,,
8,I,80,ARTRIW,X,4230,4255,25,,,,,,,,,,,
8,I,80,ARTRIW,X,4300,4325,25,,,,,,,,,,,
8,I,80,ARTRIW,X,4500,4510,10,,,,,,,,,,,
8,I,80,ARTRIW,X,4750,4810,60,,,,,,,,,,,
8,I,80,ARTRIW,X,4835,4850,15,,,,,,,,,,,
8,I,80,ARTRIW,,20,105,85,,,,,,,,,,,
8,I,80,ARTRIW,,320,325,5,,,,,,,,,,,
8,I,80,ARTRIW,,720,775,55,,,,,,,,,,,
8,I,80,ARTRIW,,1110,1125,15,,,,,,,,,,,
8,I,80,ARTRIW,,1175,1250,75,,,,,,,,,,,
8,I,80,ARTRIW,,1595,1640,45,,,,,,,,,,,
8,I,80,ARTRIW,,1720,1750,30,,,,,,,,,,,
8,I,80,ARTRIW,,1940,1960,20,,,,,,,,,,,
8,I,80,ARTRIW,,2000,2010,10,,,,,,,,,,,
8,I,80,ARTRIW,,2050,2100,50,,,,,,,,,,,
8,I,80,ARTRIW,,2345,2380,35,,,,,,,,,,,
8,I,80,ARTRIW,,2420,2435,15,,,,,,,,,,,
8,I,80,ARTRIW,,2585,2600,15,,,,,,,,,,,
8,I,80,ARTRIW,,2790,2805,15,,,,,,,,,,,
8,I,80,ARTRIW,,2815,2825,10,,,,,,,,,,,
8,I,80,ARTRIW,,3070,3080,10,,,,,,,,,,,
8,I,80,ARTRIW,,3265,3300,35,,,,,,,,,,,
8,I,80,ARTRIW,,3525,3570,45,,,,,,,,,,,
8,I,80,ARTRIW,,3770,3785,15,,,,,,,,,,,
8,I,80,ARTRIW,,4075,4180,105,,,,,,,,,,,
8,I,80,ARTRIW,,4360,4425,65,,,,,,,,,,,
8,I,80,ARTRIW,,4550,4615,65,,,,,,,,,,,
8,I,80,ARTRIW,,4810,4825,15,,,,,,,,,,,
8,I,80,ARTRIW,,4860,4920,60,,,,,,,,,,,
8,I,100,ARTRIW,X,75,100,25,,,,,,,,,,,
8,I,100,ARTRIW,X,155,180,25,,,,,,,,,,,
8,I,100,ARTRIW,X,230,235,5,,,,,,,,,,,
8,I,100,ARTRIW,X,290,320,30,,,,,,,,,,,
8,I,100,ARTRIW,X,825,845,20,,,,,,,,,,,
8,I,100,ARTRIW,X,1045,1060,15,,,,,,,,,,,
8,I,100,ARTRIW,X,1085,1130,45,,,,,,,,,,,
8,I,100,ARTRIW,X,2245,2270,25,,,,,,,,,,,
8,I,100,ARTRIW,X,2530,2575,45,,,,,,,,,,,
8,I,100,ARTRIW,X,2765,2780,15,,,,,,,,,,,
8,I,100,ARTRIW,X,2840,2895,55,,,,,,,,,,,
8,I,100,ARTRIW,X,2965,2975,10,,,,,,,,,,,
8,I,100,ARTRIW,X,3085,3100,15,,,,,,,,,,,
8,I,100,ARTRIW,X,3410,3420,10,,,,,,,,,,,
8,I,100,ARTRIW,X,3890,3905,15,,,,,,,,,,,
8,I,100,ARTRIW,X,4125,4190,65,,,,,,,,,,,
8,I,100,ARTRIW,X,4455,4480,25,,,,,,,,,,,
8,I,100,ARTRIW,X,4540,4565,25,,,,,,,,,,,
8,I,100,ARTRIW,X,4585,4610,25,,,,,,,,,,,
8,I,100,ARTRIW,,320,370,50,,,,,,,,,,,
8,I,100,ARTRIW,,430,440,10,,,,,,,,,,,
8,I,100,ARTRIW,,460,475,15,,,,,,,,,,,
8,I,100,ARTRIW,,750,825,75,,,,,,,,,,,
8,I,100,ARTRIW,,1020,1040,20,,,,,,,,,,,
8,I,100,ARTRIW,,1395,1455,60,,,,,,,,,,,
8,I,100,ARTRIW,,1625,1680,55,,,,,,,,,,,
8,I,100,ARTRIW,,1715,1765,50,,,,,,,,,,,
8,I,100,ARTRIW,,1935,1950,15,,,,,,,,,,,
8,I,100,ARTRIW,,2120,2140,20,,,,,,,,,,,
8,I,100,ARTRIW,,2305,2360,55,,,,,,,,,,,
8,I,100,ARTRIW,,2455,2475,20,,,,,,,,,,,
8,I,100,ARTRIW,,2505,2530,25,,,,,,,,,,,
8,I,100,ARTRIW,,2715,2765,50,,,,,,,,,,,
8,I,100,ARTRIW,,2855,2865,10,,,,,,,,,,,
8,I,100,ARTRIW,,3005,3040,35,,,,,,,,,,,
8,I,100,ARTRIW,,3155,3200,45,,,,,,,,,,,
8,I,100,ARTRIW,,3320,3370,50,,,,,,,,,,,
8,I,100,ARTRIW,,3850,3890,40,,,,,,,,,,,
8,I,100,ARTRIW,,3930,3995,65,,,,,,,,,,,
8,I,100,ARTRIW,,4115,4140,25,,,,,,,,,,,
8,I,100,ARTRIW,,4190,4200,10,,,,,,,,,,,
8,I,100,ARTRIW,,4300,4330,30,,,,,,,,,,,
8,I,100,ARTRIW,,4355,4455,100,,,,,,,,,,,
8,I,100,ARTRIW,,4480,4510,30,,,,,,,,,,,
8,I,100,ARTRIW,,4610,4665,55,,,,,,,,,,,
8,I,100,ARTRIW,,4880,4955,75,,,,,,,,,,,
10,M,0,ARTRIW,X,340,450,110,,,,,,,,,,,
10,M,0,ARTRIW,X,675,770,95,,,,,,,,,,,
10,M,0,ARTRIW,X,1310,1360,50,,,,,,,,,,,
10,M,0,ARTRIW,X,1840,1870,30,,,,,,,,,,,
10,M,0,ARTRIW,X,2095,2115,20,,,,,,,,,,,
10,M,0,ARTRIW,X,2170,2185,15,,,,,,,,,,,
10,M,0,ARTRIW,X,2680,2750,70,,,,,,,,,,,
10,M,0,ARTRIW,X,3700,3715,15,,,,,,,,,,,
10,M,0,ARTRIW,X,3755,3780,25,,,,,,,,,,,
10,M,0,ARTRIW,X,4240,4260,20,,,,,,,,,,,
10,M,0,ARTRIW,X,4745,4760,15,,,,,,,,,,,
10,M,0,ARTRIW,,480,485,5,,,,,,,,,,,
10,M,0,ARTRIW,,495,505,10,,,,,,,,,,,
10,M,0,ARTRIW,,660,675,15,,,,,,,,,,,
10,M,0,ARTRIW,,1670,1725,55,,,,,,,,,,,
10,M,0,ARTRIW,,1750,1765,15,,,,,,,,,,,
10,M,0,ARTRIW,,1780,1785,5,,,,,,,,,,,
10,M,0,ARTRIW,,1880,1895,15,,,,,,,,,,,
10,M,0,ARTRIW,,1905,1990,85,,,,,,,,,,,
10,M,0,ARTRIW,,2055,2080,25,,,,,,,,,,,
10,M,0,ARTRIW,,2150,2160,10,,,,,,,,,,,
10,M,0,ARTRIW,,2195,2260,65,,,,,,,,,,,
10,M,0,ARTRIW,,2960,3020,60,,,,,,,,,,,
10,M,0,ARTRIW,,3200,3220,20,,,,,,,,,,,
10,M,0,ARTRIW,,3715,3755,40,,,,,,,,,,,
10,M,0,ARTRIW,,3780,3800,20,,,,,,,,,,,
10,M,0,ARTRIW,,4130,4235,105,,,,,,,,,,,
10,M,0,ARTRIW,,4340,4390,50,,,,,,,,,,,
10,M,0,ARTRIW,,4970,5000,30,,,,,,,,,,,
10,M,0,GRASPI,,3775,3825,50,,,,,,,,,,,
10,M,0,GRASPI,,4300,4315,15,,,,,,,,,,,
10,M,0,CHRVIS,,4560,4600,40,,,,,,,,,,,
10,M,20,ARTRIW,X,0,45,45,,,,,,,,,,,
10,M,20,ARTRIW,X,70,100,30,,,,,,,,,,,
10,M,20,ARTRIW,X,225,250,25,,,,,,,,,,,
10,M,20,ARTRIW,X,860,915,55,,,,,,,,,,,
10,M,20,ARTRIW,X,1040,1090,50,,,,,,,,,,,
10,M,20,ARTRIW,X,2245,2275,30,,,,,,,,,,,
10,M,20,ARTRIW,X,2290,2330,40,,,,,,,,,,,
10,M,20,ARTRIW,X,3145,3210,65,,,,,,,,,,,
10,M,20,ARTRIW,X,3790,3850,60,,,,,,,,,,,
10,M,20,ARTRIW,X,4800,4820,20,,,,,,,,,,,
10,M,20,GRASPI,X,640,650,10,,,,,,,,,,,
10,M,20,ARTRIW,,45,70,25,,,,,,,,,,,
10,M,20,ARTRIW,,245,500,255,,,,,,,,,,,
10,M,20,ARTRIW,,705,770,65,,,,,,,,,,,
10,M,20,ARTRIW,,1260,1345,85,,,,,,,,,,,
10,M,20,ARTRIW,,2335,2360,25,,,,,,,,,,,
10,M,20,ARTRIW,,2590,2620,30,,,,,,,,,,,
10,M,20,ARTRIW,,2635,2645,10,,,,,,,,,,,
10,M,20,ARTRIW,,2735,2775,40,,,,,,,,,,,
10,M,20,ARTRIW,,3080,3135,55,,,,,,,,,,,
10,M,20,ARTRIW,,3195,3215,20,,,,,,,,,,,
10,M,20,ARTRIW,,3350,3435,85,,,,,,,,,,,
10,M,20,GRASPI,,1650,1675,25,,,,,,,,,,,
10,M,20,GRASPI,,1780,1795,15,,,,,,,,,,,
10,M,20,GRASPI,,2770,2815,45,,,,,,,,,,,
10,M,40,ARTRIW,X,315,375,60,,,,,,,,,,,
10,M,40,ARTRIW,X,580,600,20,,,,,,,,,,,
10,M,40,ARTRIW,X,1055,1075,20,,,,,,,,,,,
10,M,40,ARTRIW,X,1300,1325,25,,,,,,,,,,,
10,M,40,ARTRIW,X,1855,1870,15,,,,,,,,,,,
10,M,40,ARTRIW,X,2210,2260,50,,,,,,,,,,,
10,M,40,ARTRIW,X,3370,3435,65,,,,,,,,,,,
10,M,40,ARTRIW,X,4030,4075,45,,,,,,,,,,,
10,M,40,ARTRIW,X,4140,4180,40,,,,,,,,,,,
10,M,40,ARTRIW,X,4335,4355,20,,,,,,,,,,,
10,M,40,ARTRIW,X,4615,4655,40,,,,,,,,,,,
10,M,40,ARTRIW,X,4750,4770,20,,,,,,,,,,,
10,M,40,ARTRIW,X,4860,4900,40,,,,,,,,,,,
10,M,40,ARTRIW,,960,1055,95,,,,,,,,,,,
10,M,40,ARTRIW,,1220,1300,80,,,,,,,,,,,
10,M,40,ARTRIW,,1325,1350,25,,,,,,,,,,,
10,M,40,ARTRIW,,1370,1400,30,,,,,,,,,,,
10,M,40,ARTRIW,,1800,1845,45,,,,,,,,,,,
10,M,40,ARTRIW,,1970,2075,105,,,,,,,,,,,
10,M,40,ARTRIW,,2140,2220,80,,,,,,,,,,,
10,M,40,ARTRIW,,2820,2900,80,,,,,,,,,,,
10,M,40,ARTRIW,,4075,4130,55,,,,,,,,,,,
10,M,40,ARTRIW,,4195,4205,10,,,,,,,,,,,
10,M,40,ARTRIW,,4250,4335,85,,,,,,,,,,,
10,M,60,ARTRIW,X,1080,1170,90,,,,,,,,,,,
10,M,60,ARTRIW,X,2070,2140,70,,,,,,,,,,,
10,M,60,ARTRIW,X,2705,2760,55,,,,,,,,,,,
10,M,60,ARTRIW,X,2795,2810,15,,,,,,,,,,,
10,M,60,ARTRIW,X,2825,2845,20,,,,,,,,,,,
10,M,60,ARTRIW,X,3510,3550,40,,,,,,,,,,,
10,M,60,ARTRIW,X,4055,4090,35,,,,,,,,,,,
10,M,60,ARTRIW,X,4495,4530,35,,,,,,,,,,,
10,M,60,ARTRIW,X,4575,4605,30,,,,,,,,,,,
10,M,60,ARTRIW,,140,155,15,,,,,,,,,,,
10,M,60,ARTRIW,,445,465,20,,,,,,,,,,,
10,M,60,ARTRIW,,605,690,85,,,,,,,,,,,
10,M,60,ARTRIW,,740,775,35,,,,,,,,,,,
10,M,60,ARTRIW,,855,870,15,,,,,,,,,,,
10,M,60,ARTRIW,,870,900,30,,,,,,,,,,,
10,M,60,ARTRIW,,900,925,25,,,,,,,,,,,
10,M,60,ARTRIW,,1250,1275,25,,,,,,,,,,,
10,M,60,ARTRIW,,1660,1755,95,,,,,,,,,,,
10,M,60,ARTRIW,,1870,1950,80,,,,,,,,,,,
10,M,60,ARTRIW,,2660,2720,60,,,,,,,,,,,
10,M,60,ARTRIW,,2860,2875,15,,,,,,,,,,,
10,M,60,ARTRIW,,2890,2895,5,,,,,,,,,,,
10,M,60,ARTRIW,,2910,2945,35,,,,,,,,,,,
10,M,60,ARTRIW,,2960,2970,10,,,,,,,,,,,
10,M,60,ARTRIW,,3480,3485,5,,,,,,,,,,,
10,M,60,ARTRIW,,4090,4115,25,,,,,,,,,,,
10,M,60,ARTRIW,,4665,4780,115,,,,,,,,,,,
10,M,60,GRASPI,,2465,2515,50,,,,,,,,,,,
10,M,60,GRASPI,,3970,4015,45,,,,,,,,,,,
10,M,60,GRASPI,,4045,4065,20,,,,,,,,,,,
10,M,80,ARTRIW,X,355,445,90,,,,,,,,,,,
10,M,80,ARTRIW,X,1275,1310,35,,,,,,,,,,,
10,M,80,ARTRIW,X,1730,1750,20,,,,,,,,,,,
10,M,80,ARTRIW,X,1880,1900,20,,,,,,,,,,,
10,M,80,ARTRIW,X,2170,2185,15,,,,,,,,,,,
10,M,80,ARTRIW,X,2630,2645,15,,,,,,,,,,,
10,M,80,ARTRIW,X,3330,3380,50,,,,,,,,,,,
10,M,80,ARTRIW,X,3485,3510,25,,,,,,,,,,,
10,M,80,ARTRIW,X,4840,4930,90,,,,,,,,,,,
10,M,80,ARTRIW,,520,625,105,,,,,,,,,,,
10,M,80,ARTRIW,,1020,1100,80,,,,,,,,,,,
10,M,80,ARTRIW,,1255,1275,20,,,,,,,,,,,
