"","X","subPlot","Plot.","NearestSage","TransectPair","Date","Litter","Bare","Crypto","Rock","Dung","FirstYearSeedlingDensity","BRTE_A","VUBR_A","ELCA_A","Inv_AG_A","ERCI_A","LASE_A","DESO_A","SATR_A","SIAL_A","LEPE_A","UJ1_A","CETE_A","ALMI_A","TRDU_A","Inv_AF_A","POSE_A","ELEL_A","PASM_A","ORHY_A","CARX_A","ACTH_A","Nat_PG_A","TEGL_A","ERNA_A","GRSP_A","CHVI_A","ARTR_A","Shrub_A","UNK9_A","DEPI_A","UJ10_A","UJ13_A","UJ8_A","Nat_AF_A","PHDI_A","UNKJ4_A","UJ11_A","UJ12_A","UJ14_A","UJ4_A","CABR_A","UJ9_A","UJ7_A","CROC_A","DICA_A","AMIN_A","UJ3_A","UNK11_A","UJ5_A","Nat_PF_A","Plot_Tran"
"1010",1010,"2-9","J24",">200","A","2016/06/20",35,62,0,0,0,0,9,0,0,9,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24A"
"1011",1011,"2-10","J24",">200","A","2016/06/20",5,88,0,7,0,0,2,0,0,2,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24A"
"1012",1012,"2-11","J24",">200","A","2016/06/20",20,20,0,60,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24A"
"1013",1013,"1-1","J24",">200","B","2016/06/20",50,50,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24B"
"1014",1014,"1-2","J24",">200","B","2016/06/20",10,88,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24B"
"1015",1015,"1-3","J24",">200","B","2016/06/20",30,68,0,0.5,0,0,8,0,0,8,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24B"
"1016",1016,"1-4","J24",">200","B","2016/06/20",57,40,0,0,0,0,13,0,0,13,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24B"
"1017",1017,"1-5","J24",">200","B","2016/06/20",NA,NA,NA,0.5,NA,0,6,0,0,6,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24B"
"1018",1018,"1-6","J24",">200","B","2016/06/20",66,30,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24B"
"1019",1019,"1-7","J24",">200","B","2016/06/20",40,58,0,0,0,0,10,0,0,10,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24B"
"1020",1020,"1-8","J24",">200","B","2016/06/20",67,30,0,0,0,0,5,0,0,5,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24B"
"1021",1021,"1-9","J24",">200","B","2016/06/20",27,70,0,0.5,0,0,15,0,0,15,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24B"
"1022",1022,"1-10","J24",">200","B","2016/06/20",68,30,0,0,0,0,9,0,0,9,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24B"
"1023",1023,"1-11","J24",">200","B","2016/06/20",70,28,0,0,0,0,8,0,0,8,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24B"
"1024",1024,"2-1","J24",">200","B","2016/06/20",20,77,0,1,0,0,9,0,0,9,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24B"
"1025",1025,"2-2","J24",">200","B","2016/06/20",30,59,0,0,0,0,5,0,0,5,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24B"
"1026",1026,"2-3","J24",">200","B","2016/06/20",30,68,0,0.5,0.5,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24B"
"1027",1027,"2-4","J24",">200","B","2016/06/20",74,25,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24B"
"1028",1028,"2-5","J24",">200","B","2016/06/20",20,76,0,1,0,0,12,0,0,12,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24B"
"1029",1029,"2-6","J24",">200","B","2016/06/20",64,35,0,0,0,0,8,0,0,8,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24B"
"1030",1030,"2-7","J24",">200","B","2016/06/20",78,20,0,0,0,0,5,0,0,5,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24B"
"1031",1031,"2-8","J24",">200","B","2016/06/20",78,20,0,0,0,0,10,0,0,10,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24B"
"1032",1032,"2-9","J24",">200","B","2016/06/20",20,80,0,0.5,0,0,2,0,0,2,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24B"
"1033",1033,"2-10","J24",">200","B","2016/06/20",57,40,0,0,0,0,15,0,0,15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24B"
"1034",1034,"2-11","J24",">200","B","2016/06/20",71,25,0,0,0,0,18,0,0,18,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24B"
"1035",1035,"1-1","J24",">200","C","2016/06/20",67,30,0,0.5,0,0,10,0,0,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24C"
"1036",1036,"1-2","J24",">200","C","2016/06/20",10,87,0,2,0,0,7,0,0,7,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24C"
"1037",1037,"1-3","J24",">200","C","2016/06/20",58,40,0,1,0.5,0,7,0,0,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24C"
"1038",1038,"1-4","J24",">200","C","2016/06/20",72,25,0,1,0,0,9,0,0,9,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24C"
"1039",1039,"1-5","J24",">200","C","2016/06/20",50,46,0,0.5,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24C"
"1040",1040,"1-6","J24",">200","C","2016/06/20",68,30,0,0.5,0,0,13,0,0,13,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24C"
"1041",1041,"1-7","J24",">200","C","2016/06/20",15,84,0,0.5,0,0,4,0,0,4,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24C"
"1042",1042,"1-8","J24",">200","C","2016/06/20",58,35,0,1,0.5,0,4,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24C"
"1043",1043,"1-9","J24",">200","C","2016/06/20",80,15,0,0.5,0.5,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24C"
"1044",1044,"1-10","J24",">200","C","2016/06/20",62,35,0,0.5,0.5,0,11,0,0,11,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24C"
"1045",1045,"1-11","J24",">200","C","2016/06/20",85,11,0,0.5,0.5,0,18,0,0,18,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24C"
"1046",1046,"2-1","J24",">200","C","2016/06/20",67,30,0,0,0,0,10,0,0,10,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24C"
"1047",1047,"2-2","J24",">200","C","2016/06/20",80,15,0,0.5,0,0,15,0,0,15,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24C"
"1048",1048,"2-3","J24",">200","C","2016/06/20",82,15,0,1,0,0,9,0,0,9,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24C"
"1049",1049,"2-4","J24",">200","C","2016/06/20",72,25,0,0.5,0,0,10,0,0,10,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24C"
"1050",1050,"2-5","J24",">200","C","2016/06/20",20,77,0,1,0.5,0,6,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24C"
"1051",1051,"2-6","J24",">200","C","2016/06/20",5,94,0,0.5,0,0,1,0,0,1,0,0,0,0,0.5,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24C"
"1052",1052,"2-7","J24",">200","C","2016/06/20",58,40,0,0.5,0,0,7,0,0,7,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24C"
"1053",1053,"2-8","J24",">200","C","2016/06/20",45,54,0,0.5,0,0,5,0,0,5,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24C"
"1054",1054,"2-9","J24",">200","C","2016/06/20",77,20,0,0,0,0,9,0,0,9,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24C"
"1055",1055,"2-10","J24",">200","C","2016/06/20",77,20,0,0,0,0,7,0,0,7,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24C"
"1056",1056,"2-11","J24",">200","C","2016/06/20",25,70,0,3,0,0,7,0,0,7,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J24C"
"1057",1057,"1-1","J25","0","A","2016/06/24",4,92,0,0.5,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25A"
"1058",1058,"1-2","J25","0","A","2016/06/24",15,81,0,1,0.5,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25A"
"1059",1059,"1-3","J25","0","A","2016/06/24",60,35,0,0.5,0.5,0,2,0,0,2,0,0,0,0,1,20,0,0,0,0,21,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25A"
"1060",1060,"1-4","J25","0","A","2016/06/24",30,65,0,1,0.5,0,1,0,0,1,0,0,0,0,0.5,8,0,0,0,0,8.5,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25A"
"1061",1061,"1-5","J25","0","A","2016/06/24",48,50,0,0.5,0,0,7,0,0,7,0,0,0,0,5,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25A"
"1062",1062,"1-6","J25","0","A","2016/06/24",97,0,0,0,0,0,9,0,0,9,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,0,3,0,55,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25A"
"1063",1063,"1-7","J25","0","A","2016/06/24",27,70,0,0.5,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,13,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25A"
"1064",1064,"1-8","J25","0","A","2016/06/24",30,65,0,0.5,0.5,0,2,0,0,2,0,0,0,0,0.5,12,0,0,0,0,12.5,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25A"
"1065",1065,"1-9","J25","0","A","2016/06/24",78,15,0.5,0.5,0,0,20,0,0,20,0,0,0,0,2,7,0,0,0,0,9,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25A"
"1066",1066,"1-10","J25","0","A","2016/06/24",47,45,5,0,0.5,0,4,0,0,4,0,0,0,0,0.5,17,0,0,0,0,17.5,9,0.5,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25A"
"1067",1067,"1-11","J25","0","A","2016/06/24",32,65,0,1,0.5,0,2,0,0,2,0,0,0,0,1,3,0,0,0,0,4,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25A"
"1068",1068,"2-1","J25","0","A","2016/06/24",27,70,0,0.5,0,0,6,0,0,6,0,0,0,0,8,1,0,0,0,0,9,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25A"
"1069",1069,"2-2","J25","0","A","2016/06/24",90,3,0,0,0,0,8,15,0,23,0,0,0,0,4,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25A"
"1070",1070,"2-3","J25","0","A","2016/06/24",68,30,0,1,0.5,0,3,0,0,3,0,0,0,0,10,8,0,0,0,0,18,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25A"
"1071",1071,"2-4","J25","0","A","2016/06/24",56,40,0,2,0,0,17,0,0,17,0,0,0,0,4,0,0,0,0,0,4,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25A"
"1072",1072,"2-5","J25","0","A","2016/06/24",69,30,0,0.5,0.5,0,7,0,0,7,0,0,0,0,2,4,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25A"
"1073",1073,"2-6","J25","0","A","2016/06/24",67,30,0,0,0,0,20,0,0,20,0,0,0,0,5,1,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25A"
"1074",1074,"2-7","J25","0","A","2016/06/24",62,30,0,0.5,5,0,10,0,0,10,0,0,0,0,5,13,0,0,0,0,18,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25A"
"1075",1075,"2-8","J25","0","A","2016/06/24",87,8,0,0.5,0,0,18,0,0,18,0,0,0,0,1,25,0,0,0,0,26,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25A"
"1076",1076,"2-9","J25","0","A","2016/06/24",96,2,0,0,0,0,10,0,0,10,0,0,0,0,9,25,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25A"
"1077",1077,"2-10","J25","0","A","2016/06/24",71,25,0,0,0,0,7,1,0,8,0,0,2,0,0,60,0,0,0,0,62,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25A"
"1078",1078,"2-11","J25","0","A","2016/06/24",87,10,1,0,0,50,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,1.5,7,4,0,0,0,0,11,0,0,0,0,15,15,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25A"
"1079",1079,"1-1","J25","0","B","2016/06/24",51,45,0,0,0,0,12,0,0,12,0,0,0,0,2,5,0,0,0,0,7,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25B"
"1080",1080,"1-2","J25","0","B","2016/06/24",83,10,0,0.5,0,0,9,0,0,9,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25B"
"1081",1081,"1-3","J25","0","B","2016/06/24",80,8,0,1,7,0,9,0,0,9,0,0,0,0,2,4,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25B"
"1082",1082,"1-4","J25","0","B","2016/06/24",25,71,0,1,0.5,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,3,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25B"
"1083",1083,"1-5","J25","0","B","2016/06/24",20,77,0,0.5,0,0,3,0,0,3,0,0,0,0,0,10,0,0,0,0,10,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25B"
"1084",1084,"1-6","J25","0","B","2016/06/24",48,45,0,1,0,0,15,0,0,15,0,0,0,0,10,1,0,0,0,0,11,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25B"
"1085",1085,"1-7","J25","0","B","2016/06/24",50,45,0,0.5,0.5,0,1,0,0,1,0,0,0,0,5,3,0,0,0,0,8,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25B"
"1086",1086,"1-8","J25","0","B","2016/06/24",27,70,0,0.5,0.5,0,4,0,0,4,0,0,0,0,0.5,3,0,0,0,0,3.5,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25B"
"1087",1087,"1-9","J25","0","B","2016/06/24",75,20,0,0.5,0,0,15,2,0,17,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25B"
"1088",1088,"1-10","J25","0","B","2016/06/24",69,27,0,0.5,0.5,0,5,0,0,5,0,0,0,0,0,20,0,0,0,0,20,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25B"
"1089",1089,"1-11","J25","0","B","2016/06/24",88,10,0,0.5,0,0,1,0.5,0,1.5,0,0,0,0,0,8,0,0,0,0,8,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25B"
"1090",1090,"2-1","J25","0","B","2016/06/24",71,25,0,2,0,0,4,0,0,4,0,0,0,0,1,30,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25B"
"1091",1091,"2-2","J25","0","B","2016/06/24",88,8,0,0.5,0,0,9,0,0,9,0,0,0,0,0.5,60,0,0,0,0,60.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25B"
"1092",1092,"2-3","J25","0","B","2016/06/24",75,22,0,0,0,0,11,1,0,12,0,0,0,0,0,30,0,0,0,0,30,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25B"
"1093",1093,"2-4","J25","0","B","2016/06/24",7,89,0,1,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,6,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25B"
"1094",1094,"2-5","J25","0","B","2016/06/24",83,15,1,0,0,0,5,0,0,5,0,0,0,0,1,5,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25B"
"1095",1095,"2-6","J25","0","B","2016/06/24",93,2,0,0.5,0,0,15,0.5,0,15.5,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25B"
"1096",1096,"2-7","J25","0","B","2016/06/24",7,90,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25B"
"1097",1097,"2-8","J25","0","B","2016/06/24",84,10,0,0.5,0,0,30,0.5,0,30.5,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25B"
"1098",1098,"2-9","J25","0","B","2016/06/24",76,18,0,0,0,0,3,0,0,3,0,0,0,0,1,17,0,0,0,0,18,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25B"
"1099",1099,"2-10","J25","0","B","2016/06/24",62,35,0,0.5,0,0,8,0.5,0,8.5,0.5,0,0,0,2,15,0,0.5,0,0,18,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25B"
"1100",1100,"2-11","J25","0","B","2016/06/24",87,12,0,0,0,0,8,1,0,9,0,0,0,0,2,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25B"
"1101",1101,"1-1","J25","0","C","2016/06/24",90,0,0,0,0,0,60,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J25C"
